daymonth,weather,max_temp (Celsius),min_temp (Celsius),wind (km/h),rain (mm),humidity (percentage),cloud (percentage),pressure (millibar),year,avg_temp (Celsius)
8-Apr-12,Sunny,27,12,9,0,23,16,1016,2012,19.5
13-Apr-12,Sunny,28,13,12,0,28,11,1016,2012,20.5
14-Apr-12,Sunny,28,13,12,0,28,11,1016,2012,20.5
19-Apr-12,partly cloudy,27,17,9,0.3,34,45,1016,2012,22
20-Apr-12,partly cloudy,27,17,9,0.3,34,45,1016,2012,22
25-Apr-12,Sunny,24,14,8,2.6,48,17,1016,2012,19
26-Apr-12,Sunny,24,14,8,2.6,48,17,1016,2012,19
1-May-12,partly cloudy,26,14,10,0,33,32,1017,2012,20
2-May-12,partly cloudy,26,14,10,0,33,32,1017,2012,20
7-May-12,Sunny,27,14,10,0,36,10,1018,2012,20.5
8-May-12,Sunny,27,14,10,0,36,10,1018,2012,20.5
13-May-12,Sunny,29,15,11,0,34,14,1014,2012,22
14-May-12,Sunny,29,15,11,0,34,14,1014,2012,22
19-May-12,Sunny,32,17,9,0,27,8,1009,2012,24.5
20-May-12,Sunny,32,17,9,0,27,8,1009,2012,24.5
25-May-12,Sunny,30,20,12,0.6,27,18,1015,2012,25
26-May-12,Sunny,30,20,12,0.6,27,18,1015,2012,25
31-May-12,Sunny,31,19,10,1.4,39,11,1014,2012,25
1-Jun-12,Sunny,31,19,10,1.4,39,11,1014,2012,25
6-Jun-12,Sunny,30,18,10,2.1,39,7,1015,2012,24
7-Jun-12,Sunny,30,18,10,2.1,39,7,1015,2012,24
12-Jun-12,Sunny,32,18,10,0.1,32,2,1012,2012,25
13-Jun-12,Sunny,32,18,10,0.1,32,2,1012,2012,25
18-Jun-12,Sunny,32,19,11,1.5,30,5,1010,2012,25.5
19-Jun-12,Sunny,32,19,11,1.5,30,5,1010,2012,25.5
24-Jun-12,Sunny,30,18,11,0.5,30,15,1009,2012,24
25-Jun-12,Sunny,30,18,11,0.5,30,15,1009,2012,24
30-Jun-12,Sunny,30,18,11,1.5,36,20,1009,2012,24
1-Jul-12,Sunny,30,18,11,1.5,36,20,1009,2012,24
6-Jul-12,Sunny,31,19,10,0.5,36,17,1009,2012,25
7-Jul-12,Sunny,31,19,10,0.5,36,17,1009,2012,25
12-Jul-12,Sunny,30,17,11,3.3,45,17,1009,2012,23.5
13-Jul-12,Sunny,30,17,11,3.3,45,17,1009,2012,23.5
18-Jul-12,Moderate or heavy rain shower,27,18,11,12.4,59,27,1008,2012,22.5
19-Jul-12,Moderate or heavy rain shower,27,18,11,12.4,59,27,1008,2012,22.5
24-Jul-12,Thundery outbreaks possible,25,17,8,3.7,57,31,1009,2012,21
25-Jul-12,Thundery outbreaks possible,25,17,8,3.7,57,31,1009,2012,21
30-Jul-12,Sunny,26,15,9,1.1,46,10,1009,2012,20.5
31-Jul-12,Sunny,26,15,9,1.1,46,10,1009,2012,20.5
5-Aug-12,Sunny,27,16,9,3.7,49,27,1009,2012,21.5
6-Aug-12,Sunny,27,16,9,3.7,49,27,1009,2012,21.5
11-Aug-12,Sunny,23,15,10,5.2,57,21,1013,2012,19
12-Aug-12,Sunny,23,15,10,5.2,57,21,1013,2012,19
17-Aug-12,Sunny,26,14,11,0.2,40,12,1012,2012,20
18-Aug-12,Sunny,26,14,11,0.2,40,12,1012,2012,20
23-Aug-12,Sunny,27,15,8,0.4,47,22,1010,2012,21
24-Aug-12,Sunny,27,15,8,0.4,47,22,1010,2012,21
28-Aug-12,Sunny,27,18,8,1.2,49,16,1008,2012,22.5
29-Aug-12,Sunny,27,18,8,1.2,49,16,1008,2012,22.5
8-Sep-12,partly cloudy,27,19,10,0,45,40,1009,2012,23
9-Sep-12,partly cloudy,27,19,10,0,45,40,1009,2012,23
14-Sep-12,partly cloudy,26,19,9,2,44,36,1011,2012,22.5
15-Sep-12,partly cloudy,26,19,9,2,44,36,1011,2012,22.5
20-Sep-12,Sunny,28,17,10,2,51,7,1012,2012,22.5
21-Sep-12,Sunny,28,17,10,2,51,7,1012,2012,22.5
26-Sep-12,Sunny,27,17,9,1.9,47,22,1008,2012,22
27-Sep-12,Sunny,27,17,9,1.9,47,22,1008,2012,22
2-Oct-12,partly cloudy,28,17,6,1.4,45,28,1008,2012,22.5
3-Oct-12,partly cloudy,28,17,6,1.4,45,28,1008,2012,22.5
8-Oct-12,Sunny,29,18,7,0.2,38,14,1009,2012,23.5
9-Oct-12,Sunny,29,18,7,0.2,38,14,1009,2012,23.5
14-Oct-12,Sunny,29,19,7,0.1,38,22,1009,2012,24
15-Oct-12,Sunny,29,19,7,0.1,38,22,1009,2012,24
20-Oct-12,Thundery outbreaks possible,27,19,7,4.6,45,33,1012,2012,23
21-Oct-12,Thundery outbreaks possible,27,19,7,4.6,45,33,1012,2012,23
26-Oct-12,Sunny,28,17,9,2.8,45,16,1009,2012,22.5
27-Oct-12,Sunny,28,17,9,2.8,45,16,1009,2012,22.5
1-Nov-12,partly cloudy,24,18,8,3,54,34,1006,2012,21
2-Nov-12,partly cloudy,24,18,8,3,54,34,1006,2012,21
7-Nov-12,Sunny,26,17,11,1.2,46,22,1006,2012,21.5
8-Nov-12,Sunny,26,17,11,1.2,46,22,1006,2012,21.5
13-Nov-12,Sunny,28,15,9,0.7,37,8,1007,2012,21.5
14-Nov-12,Sunny,28,15,9,0.7,37,8,1007,2012,21.5
19-Nov-12,Sunny,27,16,11,2.5,41,12,1009,2012,21.5
20-Nov-12,Sunny,27,16,11,2.5,41,12,1009,2012,21.5
25-Nov-12,Sunny,27,16,11,2.5,41,12,1009,2012,21.5
2-Dec-12,Sunny,29,15,11,0,35,9,1010,2012,22
13-Dec-12,Sunny,32,19,12,0.1,29,1,1005,2012,25.5
18-Dec-12,Sunny,34,20,10,0.7,32,14,1007,2012,27
24-Dec-12,Sunny,30,19,6,5.4,48,13,1008,2012,24.5
30-Dec-12,Sunny,30,19,6,5.4,48,13,1008,2012,24.5
4-Jan-12,Sunny,32,22,8,0,38,11,1007,2012,27
9-Jan-12,Sunny,34,21,11,0,30,3,1007,2012,27.5
14-Jan-12,Sunny,35,22,9,0,25,10,1008,2012,28.5
19-Jan-12,Sunny,34,23,10,1.4,33,12,1009,2012,28.5
24-Jan-12,Sunny,34,23,11,0.4,32,7,1007,2012,28.5
29-Jan-12,Sunny,31,20,13,3.4,38,10,1007,2012,25.5
3-Feb-12,Sunny,32,20,9,0.2,29,8,1007,2012,26
13-Feb-12,Sunny,34,21,12,2.4,30,11,1006,2012,27.5
22-Feb-12,Sunny,35,21,13,2.1,33,6,1004,2012,28
27-Feb-12,Sunny,33,22,12,4.1,35,13,1005,2012,27.5
4-Mar-12,Sunny,33,19,12,1.5,31,5,1007,2012,26
9-Mar-12,Sunny,35,20,10,0,23,2,1007,2012,27.5
15-Mar-12,Sunny,31,22,11,2.9,34,22,1007,2012,26.5
19-Mar-12,Sunny,33,20,12,3.2,32,11,1007,2012,26.5
24-Mar-12,Sunny,35,20,14,0,20,4,1007,2012,27.5
31-Mar-12,Sunny,35,26,8,1.1,45,12,998,2012,30.5
1-Apr-12,Sunny,42,29,10,0,18,1,996,2012,35.5
7-Apr-12,Sunny,42,30,10,0,17,0,997,2012,36
12-Apr-12,Sunny,42,30,9,0,18,0,993,2012,36
19-Apr-12,Sunny,42,31,11,0,20,2,993,2012,36.5
25-Apr-12,Sunny,41,31,12,0,21,4,994,2012,36
30-Apr-12,Sunny,41,31,12,0,23,6,993,2012,36
5-May-12,Sunny,38,29,12,0.4,36,22,994,2012,33.5
10-May-12,Sunny,37,28,9,2.6,42,18,997,2012,32.5
15-May-12,Patchy rain possible,37,28,8,3.1,43,21,999,2012,32.5
20-May-12,Patchy rain possible,37,28,8,3.1,43,21,999,2012,32.5
25-May-12,Sunny,38,28,8,1.7,38,10,1000,2012,33
30-May-12,Sunny,38,29,8,0.7,37,13,1000,2012,33.5
4-Jun-12,Sunny,38,29,9,2.5,39,16,999,2012,33.5
8-Jun-12,Sunny,37,28,10,1.6,42,16,998,2012,32.5
13-Jun-12,Sunny,36,27,10,1.2,42,11,998,2012,31.5
18-Jun-12,Sunny,35,27,8,0.9,40,26,999,2012,31
23-Jun-12,Sunny,37,27,9,1.3,36,12,1002,2012,32
28-Jun-12,Sunny,39,29,10,0.2,30,8,1001,2012,34
3-Jul-12,Sunny,40,30,8,0.4,30,7,996,2012,35
8-Jul-12,Sunny,39,28,11,0.4,32,5,995,2012,33.5
13-Jul-12,Sunny,39,28,8,0.1,29,7,997,2012,33.5
18-Jul-12,Sunny,37,29,9,0.5,47,30,997,2012,33
23-Jul-12,Sunny,38,28,7,3.3,52,18,996,2012,33
28-Jul-12,Sunny,37,28,10,2,52,20,993,2012,32.5
2-Aug-12,partly cloudy,35,26,11,8.8,54,30,997,2012,30.5
7-Aug-12,Sunny,34,25,7,1.6,53,13,1001,2012,29.5
12-Aug-12,Sunny,35,25,7,1.2,47,6,1001,2012,30
17-Aug-12,Sunny,37,26,10,0.7,39,11,1001,2012,31.5
22-Aug-12,partly cloudy,35,27,9,3.8,58,64,1000,2012,31
27-Aug-12,Sunny,37,27,8,0.3,44,16,998,2012,32
1-Sep-12,Sunny,35,26,7,2.6,52,12,1000,2012,30.5
6-Sep-12,Sunny,35,26,7,2.2,45,10,1001,2012,30.5
11-Sep-12,Sunny,35,25,5,0.5,45,10,1002,2012,30
5-Jan-13,Sunny,17,6,10,0,32,0,1017,2013,11.5
10-Jan-13,Sunny,16,5,9,0,24,1,1017,2013,10.5
11-Jan-13,Sunny,16,5,9,0,24,1,1017,2013,10.5
16-Jan-13,Sunny,16,5,8,0,23,0,1018,2013,10.5
21-Jan-13,Sunny,15,4,13,0,24,0,1019,2013,9.5
26-Jan-13,Sunny,15,4,9,0,26,0,1016,2013,9.5
31-Jan-13,Sunny,15,4,9,0,26,0,1016,2013,9.5
4-Feb-13,Sunny,15,4,9,0,26,0,1018,2013,9.5
13-Feb-13,Sunny,14,3,9,0,27,31,1020,2013,8.5
23-Feb-13,partly cloud,23,11,8,0,17,33,1019,2013,17
28-Feb-13,Sunny,19,7,9,0,26,19,1017,2013,13
5-Mar-13,partly cloud,18,9,10,0.3,46,33,1017,2013,13.5
10-Mar-13,Sunny,18,7,12,0,44,3,1016,2013,12.5
15-Mar-13,Cloudy,18,6,10,0,27,46,1016,2013,12
20-Mar-13,Sunny,19,7,11,0,21,12,1017,2013,13
25-Mar-13,Sunny,18,7,14,0.2,27,18,1019,2013,12.5
30-Mar-13,partly cloud,15,7,13,2.7,49,47,1018,2013,11
4-Apr-13,Overcast,12,5,7,0.4,56,52,1015,2013,8.5
9-Apr-13,Sunny,14,5,8,0,50,4,1023,2013,9.5
14-Apr-13,Sunny,16,5,10,0,32,1,1022,2013,10.5
19-Apr-13,Sunny,17,5,9,0,30,4,1022,2013,11
24-Apr-13,Sunny,18,5,10,0,24,9,1022,2013,11.5
29-Apr-13,Sunny,16,8,13,0.1,36,30,1023,2013,12
4-May-13,Sunny,18,6,9,0,33,2,1022,2013,12
9-May-13,Sunny,19,6,8,0,29,0,1021,2013,12.5
14-May-13,Sunny,19,7,10,0,26,10,1020,2013,13
19-May-13,partly cloud,20,8,8,0,28,34,1018,2013,14
24-May-13,Sunny,20,8,9,0,30,10,1018,2013,14
29-May-13,Sunny,21,9,8,0,32,34,1017,2013,15
3-Jun-13,partly cloud,20,10,7,0,25,46,1018,2013,15
8-Jun-13,Sunny,21,11,10,0,36,29,1020,2013,16
14-Jun-13,Sunny,21,10,8,0,36,22,1019,2013,15.5
19-Jun-13,partly cloud,19,11,9,0.5,48,33,1019,2013,15
28-Jun-13,Light,14,9,18,16.7,85,70,1015,2013,11.5
3-Jul-13,Thundery outbreaks possible,12,8,15,35.3,91,82,1014,2013,10
11-Jul-13,Light rain shower,14,9,18,16.7,85,70,1015,2013,11.5
17-Jul-13,Thundery outbreaks possible,12,8,15,35.3,91,82,1014,2013,10
24-Jul-13,Sunny,15,7,10,0.8,71,15,1023,2013,11
30-Jul-13,Sunny,15,7,10,0.8,71,15,1023,2013,11
5-Aug-13,Sunny,17,6,7,0,50,0,1019,2013,11.5
11-Aug-13,Sunny,19,7,8,0,40,3,1018,2013,13
16-Aug-13,Sunny,20,8,8,0,37,1,1017,2013,14
20-Aug-13,Sunny,20,8,8,0,37,1,1017,2013,14
26-Aug-13,Sunny,20,8,11,0,29,1,1019,2013,14
1-Sep-13,Overcast,20,7,11,0,31,61,1019,2013,13.5
7-Sep-13,partly cloudy,21,9,9,0,26,21,1019,2013,15
13-Sep-13,Sunny,19,9,11,0,31,18,1018,2013,14
19-Sep-13,partly cloudy,20,11,11,0.4,48,51,1017,2013,15.5
27-Sep-13,partly cloud,16,10,12,1.9,63,66,1014,2013,13
3-Oct-13,Sunny,13,8,8,0.8,68,45,1010,2013,10.5
9-Oct-13,Sunny,18,6,6,0.1,67,11,1012,2013,12
15-Oct-13,Sunny,19,8,8,0,53,9,1016,2013,13.5
21-Oct-13,Sunny,19,8,8,0,53,9,1016,2013,13.5
25-Oct-13,Sunny,19,9,10,0.1,36,24,1016,2013,14
31-Oct-13,Sunny,21,9,10,0.1,36,18,1018,2013,15
6-Nov-13,partly cloudy,19,9,11,2.4,46,51,1017,2013,14
12-Nov-13,Light rain shower,15,10,9,4.7,72,57,1020,2013,12.5
18-Nov-13,Sunny,19,9,9,0.1,58,31,1019,2013,14
24-Nov-13,Sunny,21,10,8,0,47,10,1020,2013,15.5
30-Nov-13,partly cloudy,21,11,8,0,38,34,1019,2013,16
6-Dec-13,Sunny,21,7,14,0,40,2,1020,2013,14
12-Dec-13,Sunny,25,10,12,0,35,16,1018,2013,17.5
18-Dec-13,Sunny,26,12,9,0,34,27,1017,2013,19
24-Dec-13,Sunny,26,14,8,0,31,25,1016,2013,20
30-Dec-13,Sunny,26,13,10,0,29,0,1018,2013,19.5
5-Jan-13,Sunny,27,14,11,0,33,0,1018,2013,20.5
11-Jan-13,Sunny,28,14,8,0,34,0,1016,2013,21
17-Jan-13,Sunny,28,15,12,0,27,6,1016,2013,21.5
23-Jan-13,Sunny,27,14,16,4.3,37,13,1013,2013,20.5
1-Feb-13,Sunny,27,13,10,0,29,7,1014,2013,20
7-Feb-13,Sunny,27,16,11,0,27,27,1014,2013,21.5
13-Feb-13,partly cloudy,22,14,12,0.6,53,61,1015,2013,18
18-Feb-13,Thundery outbreaks possible,19,13,7,9.9,70,40,1016,2013,16
24-Feb-13,Sunny,23,11,8,0,45,5,1019,2013,17
1-Mar-13,Sunny,25,12,10,0,34,7,1018,2013,18.5
7-Mar-13,Sunny,23,13,10,0.2,36,13,1019,2013,18
13-Mar-13,Sunny,25,13,10,0.1,37,20,1013,2013,19
17-Mar-13,Sunny,28,14,9,0,35,9,1010,2013,21
22-Mar-13,partly cloudy,25,16,9,0.8,42,42,1014,2013,20.5
28-Mar-13,Sunny,27,14,12,0.1,43,14,1013,2013,20.5
3-Apr-13,Sunny,28,14,9,0,33,26,1008,2013,21
9-Apr-13,partly cloudy,24,14,9,16.7,46,49,1011,2013,19
15-Apr-13,Light rain shower,19,12,14,7.2,70,40,1016,2013,15.5
21-Apr-13,Sunny,24,11,11,0,47,2,1014,2013,17.5
27-Apr-13,Sunny,26,13,7,0,36,31,1010,2013,19.5
3-May-13,Sunny,28,15,9,0,28,15,1010,2013,21.5
9-May-13,Sunny,27,15,13,0,33,9,1012,2013,21
15-May-13,Sunny,27,15,7,0,37,12,1012,2013,21
21-May-13,Sunny,28,15,9,0,39,7,1009,2013,21.5
27-May-13,Sunny,28,17,11,3.4,42,12,1011,2013,22.5
2-Jun-13,partly cloudy,27,15,12,4,45,33,1014,2013,21
8-Jun-13,Sunny,27,15,11,0.1,35,11,1013,2013,21
14-Jun-13,Sunny,26,14,13,0.6,36,2,1011,2013,20
20-Jun-13,Sunny,27,14,12,0,26,1,1009,2013,20.5
26-Jun-13,Sunny,29,14,12,0,22,12,1009,2013,21.5
2-Jul-13,Sunny,30,17,12,0,25,22,1009,2013,23.5
8-Jul-13,Sunny,30,17,12,0.4,33,18,1009,2013,23.5
14-Jul-13,Sunny,32,17,11,0.9,35,18,1010,2013,24.5
20-Jul-13,Sunny,28,18,8,0.2,37,23,1011,2013,23
26-Jul-13,Sunny,30,17,9,0,34,6,1010,2013,23.5
1-Aug-13,Sunny,31,18,8,0,32,7,1010,2013,24.5
7-Aug-13,Sunny,32,18,9,0.1,27,6,1011,2013,25
13-Aug-13,Sunny,31,18,10,0.2,30,9,1010,2013,24.5
19-Aug-13,Sunny,32,19,10,0,29,6,1006,2013,25.5
25-Aug-13,Sunny,29,18,12,5.6,43,6,1004,2013,23.5
30-Aug-13,Sunny,30,16,11,0,25,4,1004,2013,23
4-Sep-13,Sunny,31,17,11,0.1,25,2,1006,2013,24
10-Sep-13,Sunny,32,18,13,0.3,25,6,1007,2013,25
16-Sep-13,Patchy rain possible,29,16,19,4.2,42,29,1007,2013,22.5
22-Sep-13,Sunny,28,16,12,2.8,43,19,1010,2013,22
28-Sep-13,Sunny,29,16,11,0.2,40,12,1012,2013,22.5
4-Oct-13,Sunny,30,18,8,0.1,37,10,1012,2013,24
10-Oct-13,Sunny,31,19,10,0.9,36,11,1012,2013,25
16-Oct-13,Sunny,31,19,11,0.3,32,18,1012,2013,25
22-Oct-13,Sunny,31,21,10,1.4,33,20,1011,2013,26
28-Oct-13,partly cloudy,30,18,13,0.7,40,19,1012,2013,24
3-Nov-13,Sunny,30,18,10,0,32,14,1009,2013,24
9-Nov-13,Sunny,31,19,10,0.3,28,8,1009,2013,25
15-Nov-13,Sunny,33,18,13,0.1,25,2,1009,2013,25.5
21-Nov-13,Sunny,31,17,16,1.1,30,4,1007,2013,24
26-Nov-13,Sunny,31,17,16,1.1,30,4,1007,2013,24
3-Dec-13,Sunny,33,18,11,0,20,1,1004,2013,25.5
7-Dec-13,Sunny,34,19,11,0,17,20,1001,2013,26.5
14-Dec-13,Sunny,33,21,13,0,19,29,1003,2013,27
19-Dec-13,Sunny,34,20,16,0.9,28,12,1005,2013,27
25-Dec-13,Sunny,34,20,12,0.1,25,4,1007,2013,27
31-Dec-13,Sunny,34,20,12,0.1,25,4,1007,2013,27
5-Jan-13,Sunny,34,21,14,0.4,26,10,1007,2013,27.5
10-Jan-13,Sunny,34,19,14,0.8,30,3,1007,2013,26.5
15-Jan-13,Sunny,35,21,13,0,22,2,1005,2013,28
20-Jan-13,Sunny,36,23,12,0,18,23,1003,2013,29.5
25-Jan-13,partly cloudy,33,24,11,0,24,34,1002,2013,28.5
30-Jan-13,partly cloudy,30,22,7,0.4,32,26,1007,2013,26
4-Feb-13,Sunny,32,20,8,0.3,33,12,1006,2013,26
9-Feb-13,Sunny,33,20,10,1.9,34,10,1005,2013,26.5
14-Feb-13,Sunny,34,21,12,0,28,5,1004,2013,27.5
18-Feb-13,Sunny,36,22,12,0,17,0,1001,2013,29
23-Feb-13,Sunny,36,22,12,0,17,0,1001,2013,29
28-Feb-13,Sunny,38,23,11,0,13,0,1002,2013,30.5
5-Mar-13,Sunny,40,24,13,0,13,0,1002,2013,32
10-Mar-13,Sunny,41,26,14,0.1,12,13,1001,2013,33.5
20-Mar-13,Sunny,42,26,14,0,12,1,1001,2013,34
25-Mar-13,Sunny,42,26,14,0,13,4,1000,2013,34
2-Apr-13,Sunny,37,26,11,3.2,38,6,998,2013,31.5
8-Apr-13,Sunny,37,27,9,0.2,30,10,997,2013,32
13-Apr-13,Sunny,38,27,8,0.1,27,4,999,2013,32.5
20-Apr-13,Sunny,39,29,7,0,27,4,998,2013,34
26-Apr-13,Sunny,39,30,9,0,30,7,997,2013,34.5
1-May-13,Sunny,39,30,11,0.5,38,14,999,2013,34.5
6-May-13,Sunny,37,29,10,3.2,46,19,999,2013,33
11-May-13,Patchy rain possible,37,28,10,2.8,44,16,997,2013,32.5
16-May-13,Patchy rain possible,36,28,10,1.9,45,23,997,2013,32
21-May-13,Patchy rain possible,36,28,10,1.9,45,23,997,2013,32
26-May-13,Sunny,34,26,8,3.5,45,19,998,2013,30
31-May-13,Sunny,36,26,7,0,32,5,999,2013,31
9-Jun-13,Sunny,39,30,9,0,33,6,999,2013,34.5
14-Jun-13,Sunny,39,30,8,0.1,35,11,998,2013,34.5
19-Jun-13,Sunny,39,31,10,0.4,35,20,998,2013,35
24-Jun-13,Sunny,39,30,8,1.2,40,25,999,2013,34.5
29-Jun-13,Sunny,36,29,8,5.7,49,26,998,2013,32.5
4-Jul-13,Sunny,37,29,8,3,50,17,995,2013,33
9-Jul-13,Sunny,38,29,12,1,49,22,993,2013,33.5
14-Jul-13,Patchy rain possible,33,27,12,10.3,64,29,998,2013,30
19-Jul-13,Patchy rain possible,34,28,12,10.9,61,43,997,2013,31
24-Jul-13,Patchy rain possible,30,27,7,4,72,56,1002,2013,28.5
29-Jul-13,Patchy rain possible,34,26,5,1.3,61,27,1004,2013,30
3-Aug-13,Sunny,35,28,7,0,52,19,1002,2013,31.5
8-Aug-13,Sunny,36,29,5,1.5,49,30,1000,2013,32.5
13-Aug-13,Moderate or heavy rain shower,33,27,9,17.2,65,31,1001,2013,30
18-Aug-13,partly cloudy,32,26,8,8.6,71,35,1002,2013,29
23-Aug-13,Sunny,34,26,8,5.9,65,29,1000,2013,30
28-Aug-13,Sunny,34,27,8,6.5,63,25,999,2013,30.5
2-Sep-13,Sunny,35,26,10,2.4,66,21,1001,2013,30.5
7-Sep-13,partly cloudy,34,27,8,1.9,62,33,1003,2013,30.5
12-Sep-13,partly cloudy,33,27,7,0.3,67,33,1002,2013,30
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
